Student_ID,Age,Gender,Education_Level,Course_Name,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Engagement_Level,Final_Exam_Score,Learning_Style,Feedback_Score,Dropout_Likelihood
S25862,39,Male,Postgraduate,Cybersecurity,172,1,94,30,41,Medium,48,Auditory,1,Yes
S25863,22,Male,Undergraduate,Python Basics,231,1,67,34,65,Low,67,Auditory,2,Yes
S25864,47,Male,Undergraduate,Web Development,312,2,83,3,45,Low,58,Reading/Writing,1,No
S25865,40,Male,Undergraduate,Web Development,219,4,37,25,54,High,47,Reading/Writing,1,No
S25866,31,Male,High School,Machine Learning,353,4,91,18,52,High,83,Visual,5,No
S25867,42,Female,Undergraduate,Data Science,337,1,50,35,76,Medium,54,Auditory,3,No
S25868,44,Female,High School,Cybersecurity,13,4,68,33,95,High,37,Kinesthetic,2,No
S25869,46,Male,Undergraduate,Python Basics,438,3,88,22,60,Medium,30,Reading/Writing,2,No
S25870,21,Male,High School,Machine Learning,375,2,41,22,44,High,42,Visual,2,Yes
S25871,48,Male,Undergraduate,Machine Learning,499,1,37,15,67,High,93,Auditory,3,No
S25872,20,Male,Postgraduate,Data Science,172,4,81,32,96,High,61,Auditory,1,No
S25873,30,Female,Undergraduate,Cybersecurity,58,1,91,25,64,Low,95,Auditory,1,No
S25874,26,Male,Undergraduate,Cybersecurity,159,2,87,15,48,Low,44,Visual,3,No
S25875,42,Male,Undergraduate,Machine Learning,182,1,97,25,83,Low,92,Kinesthetic,2,Yes
S25876,37,Male,High School,Cybersecurity,402,3,38,36,70,Low,72,Reading/Writing,3,No
S25877,33,Male,High School,Data Science,85,3,50,6,80,Medium,73,Auditory,3,No
S25878,30,Female,High School,Web Development,332,2,71,42,46,Low,47,Auditory,1,No
S25879,38,Female,Undergraduate,Web Development,363,4,37,8,97,Medium,60,Auditory,1,No
S25880,30,Female,High School,Web Development,192,4,33,23,63,High,63,Auditory,3,No
S25881,29,Male,Postgraduate,Python Basics,82,2,34,17,99,Medium,39,Visual,5,No
S25882,37,Female,Undergraduate,Web Development,192,1,55,34,72,Low,32,Reading/Writing,2,Yes
S25883,36,Male,Undergraduate,Cybersecurity,384,3,66,43,68,Medium,93,Visual,5,No
S25884,35,Female,Undergraduate,Web Development,171,4,35,5,67,Medium,90,Visual,3,No
S25885,26,Male,Undergraduate,Python Basics,385,2,55,43,93,High,61,Auditory,2,No
S25886,43,Female,Postgraduate,Data Science,384,1,50,44,74,Low,70,Kinesthetic,5,No
S25887,28,Female,High School,Machine Learning,28,4,50,48,88,Low,50,Visual,3,No
S25888,20,Male,Undergraduate,Cybersecurity,387,2,50,29,99,High,55,Reading/Writing,2,No
S25889,27,Male,Postgraduate,Web Development,209,2,78,2,69,Medium,91,Reading/Writing,4,No
S25890,22,Male,Postgraduate,Cybersecurity,209,3,58,4,68,Medium,77,Reading/Writing,2,No
S25891,41,Male,Undergraduate,Web Development,36,3,59,17,69,Medium,88,Auditory,2,No
S25892,22,Male,High School,Machine Learning,254,2,50,42,92,Low,60,Reading/Writing,2,No
S25893,16,Female,Undergraduate,Cybersecurity,221,4,49,22,65,High,88,Kinesthetic,3,No
S25894,24,Male,High School,Data Science,189,4,68,12,69,Low,58,Kinesthetic,2,Yes
S25895,24,Female,Undergraduate,Machine Learning,234,4,37,31,82,Low,66,Kinesthetic,5,No
S25896,38,Female,Postgraduate,Machine Learning,270,4,97,7,93,High,72,Auditory,2,No
S25897,40,Female,Undergraduate,Data Science,497,2,64,8,93,High,45,Auditory,5,No
S25898,19,Male,Undergraduate,Cybersecurity,118,2,55,28,57,Medium,85,Auditory,4,No
S25899,28,Female,Undergraduate,Machine Learning,386,2,68,3,80,Medium,99,Auditory,5,Yes
S25900,16,Female,Postgraduate,Python Basics,356,4,73,47,76,High,35,Reading/Writing,1,No
S25901,24,Female,Undergraduate,Web Development,260,1,31,37,57,Medium,51,Visual,3,No
S25902,27,Male,Undergraduate,Python Basics,322,1,83,4,52,Medium,54,Reading/Writing,4,No
S25903,47,Female,Undergraduate,Machine Learning,283,1,88,42,70,High,62,Auditory,5,No
S25904,21,Male,Postgraduate,Data Science,93,2,69,45,67,High,64,Reading/Writing,4,No
S25905,47,Female,Undergraduate,Cybersecurity,407,1,31,31,92,Medium,43,Reading/Writing,1,No
S25906,28,Female,Undergraduate,Machine Learning,130,1,32,23,96,Medium,75,Reading/Writing,4,No
S25907,22,Female,High School,Cybersecurity,478,3,96,5,72,High,88,Kinesthetic,5,No
S25908,26,Male,High School,Web Development,327,4,80,31,49,High,75,Reading/Writing,1,Yes
S25909,36,Female,Undergraduate,Data Science,481,4,83,14,97,Medium,98,Visual,4,No
S25910,35,Male,Postgraduate,Machine Learning,334,3,38,48,91,High,90,Visual,5,No
S25911,30,Male,Postgraduate,Cybersecurity,238,1,35,29,61,Low,76,Kinesthetic,4,Yes
S25912,19,Male,High School,Data Science,353,3,94,0,99,High,32,Visual,1,No
S25913,49,Female,Undergraduate,Web Development,121,2,71,8,43,Medium,39,Kinesthetic,4,No
S25914,49,Male,High School,Python Basics,39,3,61,34,74,Medium,65,Visual,3,No
S25915,46,Male,Undergraduate,Machine Learning,25,1,34,44,88,Low,75,Kinesthetic,1,No
S25916,39,Female,Undergraduate,Cybersecurity,463,1,88,38,42,High,99,Auditory,3,No
S25917,20,Female,Postgraduate,Web Development,31,4,86,38,82,Medium,66,Kinesthetic,1,No
S25918,43,Male,Undergraduate,Python Basics,123,1,43,25,57,Medium,34,Visual,5,No
S25919,48,Female,High School,Python Basics,412,3,46,22,69,Medium,75,Visual,1,No
S25920,36,Female,Undergraduate,Data Science,489,1,72,19,46,High,74,Visual,4,No
S25921,37,Male,High School,Data Science,499,1,95,48,48,Low,65,Reading/Writing,5,No
S25922,39,Male,High School,Web Development,411,2,44,3,73,Medium,55,Kinesthetic,1,No
S25923,35,Female,Undergraduate,Web Development,282,1,47,17,62,High,70,Kinesthetic,1,Yes
S25924,34,Male,Undergraduate,Cybersecurity,297,4,87,10,80,Medium,61,Visual,3,No
S25925,40,Male,High School,Python Basics,362,1,70,2,42,High,63,Auditory,1,No
S25926,47,Female,Postgraduate,Web Development,480,4,45,12,40,High,34,Kinesthetic,2,No
S25927,43,Female,Undergraduate,Machine Learning,45,4,95,23,40,Medium,47,Auditory,1,No
S25928,21,Male,High School,Web Development,125,3,39,16,83,Low,85,Auditory,3,No
S25929,23,Male,Postgraduate,Cybersecurity,445,3,87,10,66,Low,93,Kinesthetic,5,No
S25930,37,Female,Undergraduate,Python Basics,112,4,98,48,85,Medium,64,Reading/Writing,5,No
S25931,41,Female,Undergraduate,Python Basics,102,3,84,2,95,Medium,91,Kinesthetic,5,No
S25932,49,Male,High School,Python Basics,380,3,70,10,79,Medium,33,Reading/Writing,2,Yes
S25933,35,Other,Undergraduate,Machine Learning,348,2,92,22,45,Low,67,Visual,2,No
S25934,28,Male,Postgraduate,Web Development,100,2,77,28,78,Medium,92,Visual,5,Yes
S25935,24,Male,High School,Python Basics,321,3,91,4,82,Medium,79,Reading/Writing,3,Yes
S25936,29,Female,Undergraduate,Machine Learning,172,1,98,30,70,High,73,Visual,4,No
S25937,30,Female,High School,Python Basics,30,1,54,7,87,Medium,59,Kinesthetic,2,No
S25938,36,Male,Undergraduate,Data Science,145,3,77,0,61,Medium,72,Kinesthetic,2,Yes
S25939,16,Male,Postgraduate,Cybersecurity,283,4,45,0,62,Low,36,Reading/Writing,3,No
S25940,24,Female,High School,Cybersecurity,55,2,57,11,65,High,58,Reading/Writing,1,No
S25941,28,Male,Undergraduate,Python Basics,429,4,49,6,86,High,80,Auditory,5,No
S25942,46,Male,Undergraduate,Web Development,486,4,91,42,98,Medium,74,Reading/Writing,3,No
S25943,21,Male,Undergraduate,Python Basics,347,2,36,39,41,Medium,30,Visual,4,No
S25944,35,Male,High School,Machine Learning,87,4,98,29,49,Low,95,Reading/Writing,2,No
S25945,29,Male,Undergraduate,Machine Learning,36,4,55,32,71,Medium,48,Reading/Writing,4,Yes
S25946,48,Female,Undergraduate,Web Development,200,2,88,6,53,Low,93,Auditory,3,No
S25947,26,Female,Postgraduate,Python Basics,399,1,35,49,80,High,76,Kinesthetic,3,No
S25948,36,Male,Postgraduate,Python Basics,362,4,34,23,49,High,51,Reading/Writing,2,No
S25949,45,Male,Undergraduate,Machine Learning,223,3,97,4,64,High,43,Visual,2,No
S25950,38,Other,Undergraduate,Machine Learning,482,3,43,35,99,High,36,Reading/Writing,3,No
S25951,38,Female,Postgraduate,Machine Learning,177,4,80,45,71,Medium,75,Auditory,4,No
S25952,42,Male,Postgraduate,Machine Learning,242,2,35,45,64,Medium,51,Visual,5,Yes
S25953,31,Male,Undergraduate,Web Development,190,2,41,39,51,Medium,45,Kinesthetic,4,No
S25954,30,Male,Undergraduate,Data Science,179,3,85,44,80,Medium,38,Auditory,1,No
S25955,27,Female,High School,Data Science,393,3,72,23,94,High,92,Kinesthetic,2,Yes
S25956,40,Male,Undergraduate,Data Science,435,1,38,39,59,Medium,96,Visual,1,No
S25957,41,Male,High School,Cybersecurity,217,2,51,24,42,Medium,36,Auditory,2,No
S25958,49,Female,Undergraduate,Python Basics,466,1,57,41,61,Low,35,Visual,4,No
S25959,47,Female,Postgraduate,Data Science,330,4,54,31,53,Medium,38,Kinesthetic,1,Yes
S25960,24,Female,Postgraduate,Machine Learning,179,4,76,32,86,Medium,96,Reading/Writing,2,No
S25961,24,Female,Undergraduate,Web Development,209,1,68,47,44,Medium,41,Visual,3,Yes
S25962,31,Female,Undergraduate,Web Development,38,1,50,25,57,Medium,62,Visual,2,No
S25963,32,Female,Undergraduate,Python Basics,469,3,43,14,60,Medium,43,Auditory,2,No
S25964,36,Female,High School,Cybersecurity,400,3,49,17,60,Low,43,Auditory,5,No
S25965,41,Female,Undergraduate,Web Development,199,1,34,38,88,Medium,50,Auditory,3,No
S25966,18,Female,High School,Web Development,47,2,44,45,98,High,39,Kinesthetic,1,No
S25967,35,Male,Undergraduate,Machine Learning,185,2,80,18,42,Medium,97,Kinesthetic,1,No
S25968,30,Male,Undergraduate,Web Development,354,1,84,44,65,High,86,Reading/Writing,4,No
S25969,34,Male,Undergraduate,Cybersecurity,323,2,89,37,93,Medium,93,Kinesthetic,3,No
S25970,20,Female,High School,Cybersecurity,359,4,95,26,61,Medium,79,Reading/Writing,1,No
S25971,36,Male,Undergraduate,Data Science,321,3,54,32,54,Medium,35,Reading/Writing,5,Yes
S25972,30,Male,High School,Data Science,66,3,52,44,83,High,95,Visual,1,No
S25973,22,Male,High School,Web Development,426,3,49,45,43,Medium,66,Kinesthetic,3,No
S25974,28,Female,Undergraduate,Cybersecurity,126,3,83,22,72,Low,80,Reading/Writing,4,No
S25975,46,Male,Undergraduate,Machine Learning,487,1,30,7,48,High,84,Auditory,2,No
S25976,27,Male,Postgraduate,Machine Learning,285,4,70,43,98,Medium,38,Reading/Writing,1,No
S25977,41,Female,Postgraduate,Web Development,218,4,93,41,64,Medium,90,Kinesthetic,4,No
S25978,38,Female,Postgraduate,Data Science,492,2,65,16,89,Medium,61,Visual,5,No
S25979,23,Female,Undergraduate,Python Basics,223,3,66,18,45,Low,67,Auditory,4,No
S25980,19,Male,Undergraduate,Web Development,300,1,57,15,63,Medium,43,Kinesthetic,5,No
S25981,37,Other,Undergraduate,Cybersecurity,29,4,34,40,50,Medium,33,Reading/Writing,4,No
S25982,31,Female,Undergraduate,Cybersecurity,249,2,63,41,50,Low,40,Reading/Writing,5,No
S25983,23,Male,Undergraduate,Python Basics,10,1,51,29,40,High,71,Visual,2,No
S25984,38,Male,High School,Cybersecurity,37,4,94,33,87,Low,84,Auditory,4,No
S25985,17,Male,Undergraduate,Python Basics,208,2,91,9,55,High,74,Visual,2,No
S25986,39,Female,High School,Machine Learning,153,4,39,26,81,Medium,44,Auditory,3,No
S25987,20,Female,Postgraduate,Data Science,405,4,73,3,87,Medium,52,Reading/Writing,3,Yes
S25988,31,Male,Postgraduate,Data Science,227,1,71,14,87,High,36,Visual,5,No
S25989,45,Male,Postgraduate,Data Science,141,4,95,25,61,Medium,89,Auditory,4,No
S25990,27,Male,Undergraduate,Python Basics,102,4,35,29,42,Low,65,Auditory,4,Yes
S25991,39,Female,High School,Python Basics,297,2,32,45,80,Medium,47,Kinesthetic,3,No
S25992,24,Female,Undergraduate,Web Development,404,2,83,27,57,Medium,61,Reading/Writing,2,No
S25993,30,Male,Undergraduate,Data Science,88,1,82,32,91,High,93,Reading/Writing,2,No
S25994,33,Female,Undergraduate,Web Development,284,1,32,21,57,High,36,Reading/Writing,3,No
S25995,39,Female,Postgraduate,Python Basics,449,2,52,35,97,High,80,Auditory,4,No
S25996,44,Male,High School,Data Science,122,4,43,22,81,Low,98,Auditory,4,No
S25997,46,Female,Undergraduate,Web Development,430,4,89,29,72,High,32,Kinesthetic,5,No
S25998,16,Female,High School,Machine Learning,217,1,79,30,44,High,69,Auditory,2,No
S25999,28,Male,Undergraduate,Machine Learning,113,3,43,8,74,Medium,65,Kinesthetic,2,No
S26000,47,Female,Undergraduate,Machine Learning,83,3,36,3,55,Medium,59,Visual,2,No
S26001,23,Male,Postgraduate,Python Basics,407,3,93,38,47,High,69,Auditory,5,No
S26002,35,Female,Undergraduate,Python Basics,417,4,78,34,96,Medium,32,Auditory,4,No
S26003,21,Female,Postgraduate,Python Basics,113,3,33,11,63,Medium,79,Reading/Writing,4,No
S26004,48,Male,Postgraduate,Python Basics,98,4,47,46,71,Low,84,Auditory,3,No
S26005,23,Female,Undergraduate,Machine Learning,65,2,38,46,48,Medium,68,Visual,4,No
S26006,43,Male,Undergraduate,Data Science,469,3,70,28,85,Medium,97,Visual,3,No
S26007,41,Male,Undergraduate,Cybersecurity,152,2,84,10,78,Medium,67,Kinesthetic,5,No
S26008,22,Male,High School,Web Development,451,1,95,34,99,Low,57,Auditory,1,No
S26009,28,Female,Postgraduate,Cybersecurity,372,1,84,39,42,Medium,75,Kinesthetic,4,Yes
S26010,34,Female,Postgraduate,Python Basics,222,4,32,35,60,Medium,77,Reading/Writing,2,No
S26011,18,Other,High School,Web Development,37,1,81,32,66,Medium,50,Visual,1,No
S26012,26,Female,Undergraduate,Cybersecurity,444,4,61,14,98,Low,43,Reading/Writing,3,No
S26013,41,Female,Undergraduate,Web Development,41,3,92,28,85,Low,81,Visual,3,No
S26014,37,Male,Undergraduate,Web Development,496,1,59,17,54,Medium,53,Auditory,5,No
S26015,37,Male,High School,Web Development,260,1,77,22,89,High,60,Auditory,4,No
S26016,45,Female,High School,Web Development,100,2,86,30,99,High,82,Kinesthetic,4,Yes
S26017,31,Male,Postgraduate,Data Science,227,1,71,14,87,High,36,Visual,5,No
S26018,47,Female,Undergraduate,Python Basics,285,2,44,38,64,Medium,93,Auditory,1,Yes
S26019,36,Male,High School,Web Development,178,1,63,0,59,Medium,79,Visual,4,No
S26020,34,Female,Postgraduate,Web Development,394,4,70,19,57,Medium,67,Reading/Writing,3,No
S26021,17,Female,Postgraduate,Machine Learning,397,3,83,31,51,High,56,Reading/Writing,4,Yes
S26022,45,Other,Postgraduate,Cybersecurity,217,2,40,23,49,Medium,83,Kinesthetic,3,No
S26023,41,Male,Undergraduate,Python Basics,435,3,99,6,79,Low,62,Kinesthetic,3,No
S26024,22,Female,Undergraduate,Machine Learning,225,2,43,1,43,High,95,Visual,5,No
S26025,17,Male,Postgraduate,Cybersecurity,470,4,70,12,96,Medium,89,Kinesthetic,4,Yes
S26026,30,Male,Undergraduate,Cybersecurity,336,1,34,3,85,Medium,96,Kinesthetic,4,No
S26027,29,Male,Undergraduate,Python Basics,486,2,98,3,96,High,63,Visual,4,Yes
S26028,28,Female,High School,Python Basics,452,3,96,41,42,Medium,57,Reading/Writing,5,Yes
S26029,32,Female,Undergraduate,Python Basics,287,4,44,6,83,Medium,67,Auditory,5,No
S26030,31,Female,High School,Python Basics,384,1,79,30,43,Medium,39,Kinesthetic,3,No
S26031,22,Female,Undergraduate,Cybersecurity,236,3,57,0,66,Low,91,Visual,5,No
S26032,36,Male,Undergraduate,Web Development,25,3,61,17,98,Medium,87,Reading/Writing,4,No
S26033,24,Male,Postgraduate,Python Basics,295,1,45,3,64,Medium,40,Auditory,2,Yes
S26034,37,Male,Undergraduate,Data Science,358,1,51,18,66,Low,64,Reading/Writing,5,Yes
S26035,36,Male,Undergraduate,Cybersecurity,419,1,82,39,43,High,48,Visual,3,No
S26036,22,Female,Undergraduate,Machine Learning,310,1,54,35,50,High,98,Kinesthetic,1,Yes
S26037,48,Female,High School,Web Development,284,1,84,45,49,Medium,34,Kinesthetic,3,No
S26038,17,Female,Undergraduate,Machine Learning,90,1,33,13,91,High,73,Reading/Writing,4,No
S26039,48,Male,Undergraduate,Cybersecurity,173,3,46,37,46,Medium,52,Reading/Writing,4,No
S26040,38,Female,Undergraduate,Cybersecurity,495,3,73,17,86,High,80,Kinesthetic,1,No
S26041,30,Female,High School,Machine Learning,302,4,33,23,99,High,67,Visual,5,Yes
S26042,31,Male,High School,Machine Learning,218,4,95,39,70,Medium,66,Visual,4,Yes
S26043,45,Male,Undergraduate,Data Science,49,4,82,21,71,Low,57,Kinesthetic,1,No
S26044,37,Female,High School,Python Basics,258,1,35,15,90,High,31,Kinesthetic,1,Yes
S26045,48,Male,High School,Python Basics,287,1,70,19,75,Medium,51,Reading/Writing,3,No
S26046,16,Female,High School,Web Development,230,2,53,47,49,High,78,Reading/Writing,3,No
S26047,29,Other,High School,Python Basics,225,4,81,31,64,High,69,Auditory,4,No
S26048,42,Female,Undergraduate,Machine Learning,204,2,56,29,47,High,81,Auditory,4,No
S26049,33,Female,Undergraduate,Cybersecurity,214,3,31,36,99,Low,64,Visual,4,Yes
S26050,17,Male,High School,Python Basics,499,4,69,15,96,High,99,Kinesthetic,1,Yes
S26051,28,Male,Undergraduate,Web Development,422,1,63,9,67,Medium,87,Kinesthetic,2,No
S26052,23,Female,Undergraduate,Python Basics,107,3,60,31,73,Medium,37,Visual,5,No
S26053,26,Female,High School,Machine Learning,239,1,61,23,62,Low,78,Kinesthetic,5,Yes
S26054,36,Male,Postgraduate,Data Science,414,1,58,6,54,Low,58,Reading/Writing,2,No
S26055,16,Female,Undergraduate,Machine Learning,439,1,83,25,82,High,80,Kinesthetic,2,No
S26056,33,Male,Postgraduate,Data Science,138,2,61,10,99,Medium,73,Reading/Writing,1,No
S26057,49,Male,Undergraduate,Web Development,224,4,76,6,52,Medium,61,Auditory,4,Yes
S26058,40,Male,Undergraduate,Python Basics,426,3,62,10,68,Medium,96,Auditory,2,No
S26059,43,Male,Undergraduate,Data Science,375,1,72,27,60,High,95,Kinesthetic,2,No
S26060,49,Female,Undergraduate,Python Basics,364,2,31,3,73,High,97,Visual,1,No
S26061,39,Male,Undergraduate,Web Development,53,3,53,26,79,Medium,39,Auditory,3,No
S26062,18,Male,Undergraduate,Machine Learning,45,3,49,36,55,High,79,Reading/Writing,4,No
S26063,49,Female,Undergraduate,Python Basics,439,4,58,1,73,Low,96,Auditory,3,No
S26064,47,Male,Undergraduate,Web Development,380,2,30,38,76,High,89,Auditory,1,Yes
S26065,41,Male,Undergraduate,Web Development,473,2,59,44,71,High,44,Reading/Writing,1,No
S26066,31,Male,High School,Data Science,89,3,99,48,69,Medium,67,Reading/Writing,2,No
S26067,46,Male,High School,Machine Learning,348,3,32,33,77,Medium,94,Auditory,3,No
S26068,16,Female,Undergraduate,Python Basics,220,2,79,39,60,Low,86,Visual,3,No
S26069,35,Female,Undergraduate,Web Development,377,2,64,33,94,High,54,Reading/Writing,2,No
S26070,21,Female,High School,Machine Learning,384,2,89,48,59,High,39,Auditory,4,No
S26071,23,Male,Undergraduate,Web Development,54,2,84,21,92,Medium,54,Visual,5,No
S26072,39,Male,Undergraduate,Python Basics,404,1,70,8,84,Medium,32,Auditory,4,No
S26073,21,Female,High School,Machine Learning,446,2,90,24,69,High,60,Visual,2,Yes
S26074,31,Male,Undergraduate,Web Development,356,2,40,36,59,Low,80,Kinesthetic,5,No
S26075,26,Male,High School,Machine Learning,466,3,84,21,62,Medium,68,Visual,4,No
S26076,37,Female,Undergraduate,Data Science,489,1,65,43,60,High,59,Visual,4,No
S26077,44,Female,Undergraduate,Data Science,362,2,74,49,58,Medium,98,Reading/Writing,1,No
S26078,45,Female,Postgraduate,Data Science,159,1,31,49,99,Medium,82,Visual,2,No
S26079,41,Female,High School,Machine Learning,496,1,58,3,61,Low,54,Auditory,4,No
S26080,41,Female,High School,Web Development,75,4,56,11,53,High,40,Reading/Writing,3,No
S26081,33,Female,Undergraduate,Python Basics,179,2,49,30,72,High,61,Visual,2,Yes
S26082,45,Male,Undergraduate,Python Basics,429,3,51,8,66,High,85,Visual,1,No
S26083,28,Female,Postgraduate,Cybersecurity,372,1,84,39,42,Medium,75,Kinesthetic,4,Yes
S26084,38,Male,Undergraduate,Web Development,116,4,31,27,45,Low,94,Auditory,3,No
S26085,33,Male,Undergraduate,Data Science,193,4,39,20,71,High,57,Visual,3,Yes
S26086,28,Male,High School,Machine Learning,211,4,98,27,78,Medium,76,Auditory,3,No
S26087,30,Male,High School,Data Science,30,1,81,20,64,High,57,Visual,5,No
S26088,15,Female,Undergraduate,Cybersecurity,425,4,50,33,60,Low,82,Reading/Writing,2,No
S26089,20,Female,Undergraduate,Data Science,66,1,67,27,48,Low,68,Reading/Writing,2,No
S26090,40,Female,High School,Python Basics,248,3,46,3,60,High,35,Auditory,4,No
S26091,49,Male,Undergraduate,Machine Learning,57,1,39,30,93,High,42,Reading/Writing,3,No
S26092,41,Female,Undergraduate,Python Basics,121,2,71,24,79,Low,74,Reading/Writing,5,No
S26093,17,Female,Undergraduate,Data Science,443,4,96,38,41,High,71,Reading/Writing,1,No
S26094,26,Female,Undergraduate,Cybersecurity,86,4,42,20,70,Medium,30,Reading/Writing,5,No
S26095,25,Female,High School,Data Science,227,3,47,20,58,High,52,Reading/Writing,3,No
S26096,46,Male,Undergraduate,Data Science,185,3,30,33,53,Medium,53,Reading/Writing,2,No
S26097,18,Female,High School,Cybersecurity,301,4,52,7,93,Low,71,Kinesthetic,5,Yes
S26098,44,Female,High School,Cybersecurity,399,1,51,7,95,Medium,40,Visual,5,No
S26099,39,Male,High School,Data Science,193,3,54,24,46,Low,63,Visual,4,Yes
S26100,48,Other,Postgraduate,Cybersecurity,401,2,66,25,87,High,85,Auditory,1,No
S26101,25,Male,Postgraduate,Python Basics,71,3,31,45,94,Low,69,Visual,5,Yes
S26102,28,Female,Postgraduate,Python Basics,323,1,34,26,48,High,36,Visual,1,No
S26103,29,Male,High School,Python Basics,493,2,78,35,81,Medium,43,Visual,4,No
S26104,49,Female,Postgraduate,Web Development,408,3,53,22,53,High,97,Kinesthetic,1,No
S26105,46,Male,High School,Machine Learning,201,4,67,36,49,High,37,Auditory,2,No
S26106,49,Female,Postgraduate,Web Development,408,3,53,22,53,High,97,Kinesthetic,1,No
S26107,48,Male,High School,Data Science,273,2,47,3,85,Medium,49,Reading/Writing,4,No
S26108,25,Male,High School,Machine Learning,57,4,35,49,81,Medium,49,Auditory,2,No
S26109,15,Female,High School,Cybersecurity,280,2,59,10,49,High,68,Visual,3,No
S26110,17,Male,High School,Machine Learning,289,2,63,12,91,Medium,71,Kinesthetic,2,No
S26111,49,Male,Undergraduate,Web Development,224,4,76,6,52,Medium,61,Auditory,4,Yes
S26112,25,Male,Undergraduate,Cybersecurity,369,3,47,5,80,High,98,Visual,1,Yes
S26113,26,Female,High School,Python Basics,398,1,78,33,87,Medium,30,Reading/Writing,2,Yes
S26114,36,Female,Undergraduate,Python Basics,132,3,40,31,95,Medium,98,Auditory,1,No
S26115,36,Male,Undergraduate,Data Science,396,3,78,29,83,Medium,97,Visual,4,No
S26116,28,Male,Undergraduate,Data Science,245,3,40,22,55,Medium,47,Visual,4,No
S26117,21,Male,Undergraduate,Machine Learning,232,3,50,40,73,Medium,93,Auditory,5,Yes
S26118,15,Female,High School,Data Science,316,2,99,21,51,Low,91,Kinesthetic,2,Yes
S26119,35,Female,Undergraduate,Data Science,495,1,93,10,80,Low,91,Reading/Writing,1,No
S26120,17,Female,High School,Web Development,88,3,67,6,69,Medium,37,Visual,5,No
S26121,34,Female,Postgraduate,Machine Learning,100,2,53,36,97,Medium,86,Reading/Writing,3,No
S26122,18,Male,Postgraduate,Python Basics,134,2,76,31,61,Medium,38,Visual,1,No
S26123,20,Male,Postgraduate,Cybersecurity,259,2,82,25,98,High,60,Kinesthetic,3,No
S26124,24,Female,Undergraduate,Python Basics,10,4,58,9,93,Medium,74,Reading/Writing,4,No
S26125,30,Female,Undergraduate,Cybersecurity,425,1,70,36,56,Low,54,Auditory,1,No
S26126,23,Female,Undergraduate,Cybersecurity,271,3,78,47,54,High,84,Reading/Writing,3,No
S26127,20,Female,Undergraduate,Cybersecurity,92,3,99,27,45,High,42,Auditory,4,No
S26128,43,Female,High School,Web Development,446,4,54,40,49,High,94,Visual,2,No
S26129,44,Female,Undergraduate,Cybersecurity,179,4,51,41,49,Low,69,Visual,1,No
S26130,20,Female,Undergraduate,Web Development,338,1,35,18,77,Medium,93,Auditory,3,No
S26131,38,Other,High School,Data Science,280,2,43,5,65,Low,90,Kinesthetic,1,No
S26132,47,Male,Postgraduate,Cybersecurity,97,2,53,22,50,High,36,Auditory,2,Yes
S26133,16,Female,High School,Machine Learning,244,4,89,31,50,High,92,Visual,1,No
S26134,30,Male,Postgraduate,Web Development,474,3,91,10,67,High,76,Visual,4,No
S26135,41,Male,High School,Web Development,234,3,99,37,80,High,95,Reading/Writing,4,No
S26136,25,Male,Undergraduate,Machine Learning,457,2,78,48,63,Medium,99,Reading/Writing,1,No
S26137,36,Female,High School,Python Basics,498,4,82,31,72,Medium,85,Reading/Writing,4,No
S26138,28,Male,High School,Web Development,324,2,69,25,50,Medium,53,Visual,1,No
S26139,41,Female,Undergraduate,Machine Learning,262,3,85,38,79,Low,47,Reading/Writing,1,No
S26140,38,Male,Undergraduate,Machine Learning,330,1,92,2,72,Medium,51,Auditory,4,No
S26141,18,Male,Postgraduate,Python Basics,210,2,77,29,77,High,52,Reading/Writing,2,No
S26142,20,Male,Undergraduate,Data Science,457,4,39,3,86,Medium,72,Auditory,2,Yes
S26143,36,Male,Postgraduate,Python Basics,128,2,42,18,97,Medium,66,Reading/Writing,1,No
S26144,20,Female,High School,Cybersecurity,359,4,95,26,61,Medium,79,Reading/Writing,1,No
S26145,48,Male,Postgraduate,Data Science,231,4,54,43,47,High,52,Auditory,5,No
S26146,48,Male,Undergraduate,Cybersecurity,203,4,77,17,70,Medium,62,Auditory,5,Yes
S26147,34,Female,Undergraduate,Python Basics,41,1,93,43,99,Medium,32,Auditory,3,No
S26148,15,Male,Postgraduate,Data Science,69,2,31,25,97,Medium,40,Auditory,3,Yes
S26149,15,Female,High School,Cybersecurity,350,1,43,46,65,High,94,Visual,1,No
S26150,24,Male,Undergraduate,Web Development,241,4,46,21,56,High,62,Auditory,5,No
S26151,44,Male,Postgraduate,Data Science,285,3,63,18,55,Medium,77,Visual,3,No
S26152,45,Male,Undergraduate,Web Development,26,2,58,20,99,High,54,Visual,1,No
S26153,20,Male,High School,Machine Learning,57,3,41,15,78,Low,64,Kinesthetic,2,No
S26154,47,Male,Undergraduate,Python Basics,477,2,87,40,92,Low,99,Reading/Writing,5,No
S26155,39,Male,Undergraduate,Web Development,448,1,41,30,58,Low,44,Reading/Writing,1,No
S26156,41,Female,Undergraduate,Data Science,55,2,88,4,49,Medium,80,Kinesthetic,2,Yes
S26157,49,Female,Postgraduate,Python Basics,410,2,43,12,55,Medium,55,Kinesthetic,1,No
S26158,24,Female,Postgraduate,Python Basics,299,4,87,18,73,High,37,Auditory,5,No
